F1	F2	F3	F4	F5	F6	y
3.9400000000000004	-0.905	842.927777388853	228.18373463590262	P	C	3
18.85	1.346	545.7414415991714	229.36510944385736	P	D	2
-24.87	-0.981	632.734579269138	190.2596198265328	Q	D	3
-3.81	-0.629	573.3305685626552	239.96867837150205	Q	C	3
-13.870000000000001	0.934	580.4359142680527	246.67832746296006	P	A	2
-6.680000000000001	-0.607	638.7015625086713	312.7827385737613	Q	A	2
15.38	-1.289	928.8384296705685	210.09672031285675	Q	C	3
-11.259999999999998	-1.785	564.2236405409444	230.978749507574	P	B	1
5.76	0.099	443.17502122276267	252.45123788978935	Q	C	3
-20.5	2.299	440.30275688511483	159.23682158748568	Q	B	3
10.82	1.682	391.5610825673367	264.3221294449572	Q	C	1
14.830000000000002	-1.429	482.8063177008055	256.8538987441039	P	D	0
28.060000000000002	-2.392	544.6779677631723	193.6572430524679	P	A	1
21.44	-2.47	615.7431197404042	242.07320816530134	Q	B	2
-7.08	-1.945	576.852966567469	109.1556879873302	P	C	2
11.180000000000001	1.414	247.2402369967678	172.90742155268177	Q	D	2
7.06	0.72	724.8320709620298	136.82714366547253	P	A	2
13.120000000000001	1.638	765.7904057954917	233.6580158762413	Q	C	1
7.970000000000001	1.78	545.3282220660045	125.71026978153125	Q	B	0
33.269999999999996	3.36	465.19077497726346	117.71245078035349	P	A	3
6.710000000000001	-0.919	655.8198884155967	271.24335470835103	Q	A	1
-19.84	-2.084	740.4871089083456	228.3979753760227	Q	D	3
-7.98	1.833	550.1584419591267	270.7227128915988	P	D	1
8.5	-0.455	585.9643578293029	175.7820571153711	P	B	2
-20.23	-1.043	730.6436603203329	175.98138176822997	Q	B	1
-22.490000000000002	-1.119	526.8577850591275	187.54422104732043	Q	C	2
-7.71	2.68	465.0482037598565	226.6463371661426	P	D	1
-28.159999999999997	0.634	701.4570572612547	284.26456923896376	P	A	2
20.23	1.416	713.8465655821261	220.9321964163352	Q	C	1
21.080000000000002	-2.785	539.5537978775742	208.66153178954562	Q	B	2
-17.75	1.989	808.0456043661958	222.9879037457684	P	B	1
0.26	-2.723	752.2903260432928	229.07098766097857	Q	B	1
-15.11	0.833	572.6998878197924	223.7344034719563	P	B	3
-22.1	-1.055	912.5322766959655	232.9887477174811	Q	D	3
-8.75	1.971	644.8114675120448	193.35076274976825	Q	B	3
17.38	-1.045	674.0724068987907	203.51447712195244	P	D	0
-22.15	-1.135	767.8018542678085	218.5809531458897	P	C	2
2.04	-2.72	438.8446638600178	184.54946786540197	Q	D	3
11.78	-0.68	479.4189846539158	196.07050017286718	Q	D	0
-21.92	1.273	441.8825488219926	271.3901420499862	P	D	1
-22.28	-0.183	795.4354914852278	210.51607808162066	Q	D	1
16.240000000000002	-1.573	740.0797549867493	218.0462103494833	P	A	1
4.33	-1.018	684.5030739599646	219.60832070505606	Q	C	3
-22.029999999999998	-1.804	571.6238175556504	198.75915210954588	Q	A	0
-13.899999999999999	2.296	710.0327447946541	218.35680960052147	P	B	3
-2.9099999999999997	-1.627	469.3368220636512	273.14809908082503	Q	A	0
19.96	-1.355	860.4690539746136	228.63410640617434	Q	D	0
12.330000000000002	1.224	775.6602618960873	162.96315091880882	Q	A	3
-10.920000000000002	0.031	486.5336682655596	171.7420499571272	Q	D	3
-7.74	1.152	450.35127126407747	229.23976289019413	P	C	0
17.01	1.741	431.69186029726046	289.4330097276394	P	B	0
-14.57	0.846	883.5468379028177	283.7248421029284	Q	C	0
13.99	1.544	749.7808387103836	177.40924435824863	Q	C	0
-22.34	0.738	642.9414903388342	201.84810541801656	P	A	2
15.549999999999999	-3.219	591.348873809561	190.23514997992484	Q	B	2
-10.03	-1.482	622.936246204969	150.96590733808205	P	C	2
19.56	1.947	678.6962021028793	218.05332141514373	Q	A	3
-18.66	-0.092	751.5867961746095	182.47232172481887	Q	D	1
-19.21	1.722	756.0796594203767	227.47625819570146	Q	A	2
15.66	-1.325	563.1347966853599	221.7551031989545	Q	C	3
-22.12	2.158	415.0762159357313	205.8899039033641	Q	C	0
31.560000000000002	-2.661	844.4714496549847	175.67659713465125	Q	A	1
21.41	-2.837	610.7049436998808	127.1939021708874	P	D	0
4.71	-0.631	760.789175920939	231.84655778065292	Q	A	1
29.78	2.966	768.911530549663	249.74865316973535	Q	A	3
14.370000000000001	0.349	677.6340518522995	251.77286860556092	P	B	2
26.549999999999997	1.552	766.6439501083241	144.5847956643899	Q	B	0
-1.88	-0.862	799.7705771324341	206.56976344072416	P	D	3
-5.77	3.476	563.5413432559542	136.23324890627055	P	D	1
-9.61	-1.491	860.3080040390299	222.07413663907266	P	D	3
11.15	-1.371	580.6871381211637	84.28061932537128	P	B	2
9.13	-0.574	610.7879839856072	165.55203418238486	P	B	2
24.209999999999997	-1.945	649.0609399349388	149.32791746298707	P	A	1
18.39	0.633	629.0289693130037	269.2678388830173	Q	D	2
16.79	-1.082	460.40488975790896	219.498680946401	Q	D	0
-0.71	0.531	622.0883743074107	223.71353186802685	P	C	0
-16.66	1.742	644.2128645146454	171.7126119126283	Q	B	3
-22.63	1.497	564.839418682032	115.52706192378584	P	D	1
20.7	2.114	333.16015454804625	207.17346336096986	Q	A	3
13.51	-1.327	452.04325906687694	213.58067805021193	P	A	1
-7.82	-0.196	613.4096105929405	221.88256632613172	Q	A	2
6.61	2.476	695.3270641717228	179.04882957858803	P	D	2
-16.45	1.896	429.5867465748988	127.62218798090643	Q	C	0
-3.65	-1.311	552.2151830058939	179.1564622510699	Q	A	0
-16.060000000000002	1.313	699.6811406504064	166.3626080456541	P	D	1
-17.76	0.168	666.1438628214665	113.46101081132906	Q	A	0
-26.259999999999998	-0.125	568.4527003946213	294.3243650689784	P	D	1
-1.09	1.479	586.5838048685165	153.38273575073282	P	A	2
-23.32	-2.159	811.7400745912448	228.30741907999976	Q	A	0
-15.77	1.14	598.7132914824205	145.67119004715545	Q	D	1
33.34	3.281	442.2478808044197	183.5272161699038	Q	A	3
-9.91	-1.22	599.5912049781846	232.64512779774722	Q	A	0
20.560000000000002	2.031	480.2704892947269	266.8599899360065	P	A	3
19.64	1.176	852.7069006383811	198.0199689867624	P	B	0
29.729999999999997	-2.639	524.6315045773914	201.60643086413143	P	A	1
-13.580000000000002	1.417	551.7297768331906	226.46085752913652	P	A	2
31.79	-0.916	422.76940532147205	224.4685177951497	P	D	2
5.88	2.504	401.4346528216939	260.2590020981109	Q	D	2
16.64	-1.837	566.914126180508	202.65198607215746	P	B	2
13.17	1.465	534.6349720954174	257.2570093917915	P	C	1
1.24	0.299	709.5277549457774	252.34648302722016	P	C	0
11.73	1.621	447.4949352300325	183.1510002333542	P	C	1
8.25	-1.468	647.0699668420309	255.36901048524658	Q	C	3
15.48	-0.547	459.71285227911267	192.19369779907112	Q	B	2
13.06	1.536	524.8584741924757	110.92589084310025	P	D	2
14.350000000000001	1.586	326.4643589282059	170.344320414945	Q	C	1
13.22	-2.243	803.3784812400464	190.41151490018348	Q	D	0
-34.56	-1.816	1014.0778559132315	147.50646888949615	P	D	3
-19.07	2.238	449.1831337606443	151.7595464107545	Q	A	2
36.28	3.617	702.197088392844	123.40283811151895	Q	A	3
13.469999999999999	0.93	607.8623981628807	261.3549757769022	P	B	0
20.22	1.221	722.0986390433499	224.98015052691244	P	B	0
-11.15	1.402	544.8234184986435	210.60536687516483	P	C	0
18.1	-2.049	528.0569475826362	242.17036101969205	P	B	2
6.29	1.886	731.1353232644881	251.65455854483298	P	C	1
22.650000000000002	-1.978	686.4145672062938	197.1092266102993	Q	A	1
-19.36	-0.577	348.5847809845225	216.21741182322154	Q	C	2
-20.48	-1.45	515.988156635358	171.4529613085983	Q	C	2
-14.2	-1.552	793.9887113706361	159.24302704327243	Q	B	1
29.33	0.002	695.2144300590269	190.72513536711546	P	D	2
-15.87	1.974	705.8064390795765	217.3609212797068	Q	B	3
-12.350000000000001	-1.955	566.5071064026599	285.2085975064159	Q	A	0
6.5200000000000005	-1.743	880.0932365802419	176.58330889109126	Q	C	3
-18.25	1.901	793.9091877697931	175.76812746725273	P	C	0
13.45	1.436	439.969180524546	230.1232198886712	P	C	1
16.64	-1.252	702.687584498425	156.65082146919505	P	C	3
-31.33	2.613	670.4144676347313	152.8445410910215	P	C	0
14.74	0.913	438.21924005939445	207.4915279602676	P	B	0
-17.66	1.975	392.0926587168274	212.91737804032098	P	C	0
17.63	-0.024	513.6263672169358	204.91000417774802	Q	B	0
13.959999999999999	-1.478	260.86027877027044	185.32300349558545	P	D	0
8.24	-1.013	343.36560323063577	249.9483617539899	P	A	1
-12.69	1.653	785.5648411762562	190.3861222309535	Q	B	3
-3.15	0.677	477.47768861300005	113.20135176148277	P	C	0
-5.540000000000001	2.318	546.6510191183453	162.70528418355326	Q	A	2
-2.6	3.297	559.6206704983663	216.61204231429224	P	D	1
-14.94	-1.386	296.0609509907723	258.8856876047058	P	B	1
-15.3	-0.808	719.6763515468035	179.94159782943973	Q	A	0
26.97	-2.339	606.2091946479263	124.77687082366303	P	A	1
6.44	-1.431	606.3137581991192	102.32631539904075	P	C	3
-23.63	2.042	510.5759361333112	242.29291082457183	Q	C	0
6.54	1.868	510.7544677920978	242.4135608804132	P	D	2
-3.2600000000000002	3.076	551.5101902934149	208.63888635758403	Q	D	1
10.83	-1.525	587.6514440505465	187.20050014896802	P	B	2
-2.27	-2.447	555.2160452238539	137.40706248860766	P	B	1
-16.37	1.38	509.0812211914715	200.80886415939483	P	D	1
-19.330000000000002	-2.429	755.5333257885657	102.3950229778872	P	A	0
14.97	1.807	600.0443946923992	176.2195613419051	Q	C	1
-23.090000000000003	1.601	588.5959190722892	241.15445592750694	Q	B	3
-17.72	-2.998	772.0616064299744	158.66088429570462	P	D	3
-13.0	-1.643	477.9366109334705	144.91039372460511	Q	B	1
-23.82	-1.286	662.8665768168855	245.5811828856178	P	C	2
-16.220000000000002	-1.412	712.538731985325	211.76152297109672	Q	D	3
2.09	-2.915	421.66907545849074	156.46698000742356	P	B	1
-14.190000000000001	1.317	519.7550398483028	241.2563183719811	Q	C	0
-25.310000000000002	-1.169	653.5803941662912	177.08122854992556	P	D	1
13.14	3.439	893.793395680018	151.16612152381117	P	B	0
-17.72	-1.39	742.6935340587577	194.68451301042333	Q	A	0
17.98	1.366	684.2188551753239	219.51244638417865	Q	B	0
-23.56	-0.849	438.4819834546056	279.6300413531812	Q	B	1
-19.38	-0.58	672.9697414072249	284.85523669979636	Q	D	3
16.8	2.22	435.76872834044633	200.91755701143038	Q	B	0
10.24	0.713	503.14455536193617	183.71314939918727	Q	D	2
-3.88	-2.326	350.57445218765184	150.10597564029882	Q	B	1
9.82	-1.062	730.2410333363641	150.10923314914893	P	A	1
-19.38	-1.15	579.7653041811599	180.2957788816419	Q	B	1
22.61	0.318	920.6972010755092	222.11112888623157	P	D	2
16.939999999999998	1.597	637.1773365610962	160.92007610987403	Q	D	2
25.21	-3.61	645.7063672015543	227.8319260787468	P	B	2
30.09	-1.854	609.972913493221	259.41926775697357	Q	C	3
15.58	-1.569	712.190794829755	222.96806229135288	Q	D	0
-22.47	0.555	621.8040061099405	180.0736848930365	Q	D	1
14.52	1.362	684.394536293614	114.8357626816844	P	C	1
-11.799999999999999	-1.237	339.8208129810514	249.38512959041634	P	D	3
-17.450000000000003	-0.627	501.4517341872956	243.79185780135612	P	A	0
12.82	-1.599	577.026124674216	220.79576729732176	P	D	0
-22.639999999999997	1.215	489.88207603891226	238.5673646956658	P	A	2
-14.370000000000001	-1.746	737.1398662770607	269.4692012205807	P	C	2
11.59	1.6	548.3802841769176	176.9121017180638	Q	C	1
14.28	2.015	480.7689958938902	211.44601605226734	Q	D	2
17.83	-1.169	682.2082414393706	199.76286080062692	P	D	0
-18.54	-1.642	482.3227173429097	283.0166801026753	Q	C	2
-26.86	-0.423	400.55708173998914	105.08889361700808	Q	A	2
24.08	1.39	517.4616474887187	235.7211031934823	Q	B	0
-24.03	1.856	720.8220175030172	205.77076861218447	P	B	3
-11.43	0.123	318.45396991042145	297.6008108865552	Q	B	3
-13.77	0.827	702.923074516144	207.33902429558614	Q	A	2
-33.21	-0.528	554.6824661065166	194.09264722047584	P	C	2
12.8	0.073	769.1059838556507	157.25139402482682	P	C	3
-8.79	1.063	543.0404666012946	203.61069796321425	Q	C	0
13.57	1.726	533.8935101889818	142.83170528498403	P	C	1
26.880000000000003	2.176	476.9361367550465	166.05703927482756	P	B	0
-17.0	-0.617	458.2057685857265	196.58900033106602	P	A	0
-1.1300000000000001	-1.441	835.0095739991773	186.64234826089103	P	D	3
17.89	-0.129	647.2168947623599	201.87263098486827	P	C	3
14.139999999999999	1.514	856.1197126569826	220.36890989259066	Q	C	1
-22.490000000000002	-1.423	414.4371820615684	191.7071754344631	Q	A	0
-9.57	1.534	498.77855945481485	162.49475296780122	P	A	2
9.08	-0.902	665.022342859606	258.56139329491054	Q	C	3
-41.57	0.415	685.0139335677931	119.10577256547877	Q	B	1
-16.17	0.824	834.812880825074	196.11703786358726	P	B	3
-19.41	1.897	502.70197376547617	155.4102051123467	Q	A	2
9.370000000000001	-1.444	522.5989343301812	119.68005233536611	P	D	0
28.55	-2.584	537.6325294449532	138.60415343904	Q	D	0
23.060000000000002	2.299	423.9500991958647	254.6085772178284	P	A	3
-14.399999999999999	-2.128	580.938531823158	283.4751093869139	Q	C	2
-11.790000000000001	2.13	533.7692473374988	165.8722581082133	P	D	1
16.72	1.481	584.6739232513315	249.5478071108755	P	C	1
3.7199999999999998	-0.745	620.9096282098267	148.57625628006136	Q	C	3
-15.16	1.402	335.45433585312594	103.99048506736335	P	D	1
7.199999999999999	-0.952	612.3978939525981	197.0585277034484	Q	C	3
14.16	1.482	580.949993912561	198.5412883347318	P	C	1
-15.93	1.244	534.1896751242975	169.5283028044576	P	C	0
-15.9	1.712	805.6091258115113	171.22991659659442	P	C	0
17.32	-1.924	596.8466529233298	239.35994667452934	Q	C	3
-12.64	1.39	435.94788843142175	115.54209401461793	Q	B	3
5.789999999999999	-0.227	401.81120057799467	236.58966418999086	P	D	0
6.44	-0.251	401.5401899558591	101.81907740033485	P	C	0
12.56	-2.009	593.4415169505337	157.85458747750832	Q	B	2
-28.490000000000002	-2.127	607.4180627148695	294.4758360047846	Q	D	3
-22.7	-2.584	909.2102376806517	121.79218104146162	P	D	3
-16.52	-2.546	445.6184909545183	228.0312288385605	P	A	0
2.27	-2.719	549.9297602590732	354.3898926636712	Q	B	1
-31.18	-1.364	423.46764441470555	173.85052709152018	P	C	2
-24.04	-0.895	662.8404248299817	232.91484414850444	P	B	1
12.889999999999999	1.132	502.291165107415	215.60521279905555	P	B	0
-18.48	-1.967	555.5362661040853	150.79980977869326	Q	D	3
20.369999999999997	-1.696	932.5308687437307	169.698838970274	P	D	0
22.799999999999997	2.265	525.9305333490265	198.4916209822033	P	A	3
7.35	-0.726	669.8577876464271	232.2501922424843	P	C	3
16.1	1.431	578.1827593001017	209.71190948496945	P	C	1
-6.720000000000001	-0.96	625.5488813699651	141.16482856112103	P	D	3
-16.75	-1.312	690.2132175904801	173.6321204995173	Q	B	1
-18.6	-0.682	821.0423344343668	182.70128226669704	Q	D	3
15.87	1.618	485.3737078634481	248.41793387954607	P	B	0
-20.84	-1.012	549.3779169064063	153.458693020714	Q	B	1
17.3	-2.125	385.7641925073067	250.26487848430406	Q	D	0
0.8799999999999999	-0.486	764.0411346551724	110.49286892193008	Q	A	1
20.299999999999997	-0.951	730.5309283461952	114.17980549600331	Q	B	2
3.14	0.297	316.92749414148614	193.85701625889186	Q	C	0
4.91	1.442	625.2861928375834	152.18597553344057	P	B	0
17.02	2.606	764.7854204559968	126.26600080266304	P	B	0
14.8	-1.815	466.33596371644956	174.09422140001732	P	B	2
10.24	-2.367	668.5910744975674	224.83909299883516	Q	C	3
-8.299999999999999	-0.291	564.7514281253286	188.3001270875648	P	D	3
-12.989999999999998	2.345	476.5509955798958	144.6326043046896	P	D	1
-19.5	-1.511	607.730418922919	234.19554275635082	P	C	1
-8.39	1.056	789.9910224965322	198.0552376490446	Q	D	1
-17.14	0.861	382.50195890473475	273.4500213740417	Q	D	1
5.29	2.993	551.6853900647782	273.27660662595883	Q	D	2
-17.5	-0.197	700.5798568662768	296.4889542397106	Q	D	3
-34.870000000000005	-0.009	692.5321369289029	110.97850835080729	Q	B	1
13.51	-0.388	544.4731857271755	288.62642383450606	Q	D	0
-11.23	2.221	473.65826245335387	105.34941412642321	P	A	2
-9.719999999999999	-1.772	560.5867179878252	199.94237536600517	Q	B	1
17.57	0.624	545.9980037237093	260.3570806982376	Q	D	2
3.9800000000000004	-1.995	677.3772420692087	235.466027713031	P	C	2
-21.82	2.307	750.6678399936261	144.98583636641715	P	C	0
-20.259999999999998	-1.975	563.6807157633232	170.80715373932756	Q	A	0
-16.95	1.368	811.8826855562522	157.32429789529462	P	B	3
16.080000000000002	1.658	671.1238001025821	164.91878217641812	Q	A	3
-5.75	-3.48	633.8612715723073	235.94638930598316	Q	A	0
29.089999999999996	0.212	643.9352498297834	220.7917852655689	P	D	2
-24.980000000000004	-0.859	255.91075299087743	357.5276677186116	P	B	1
2.9099999999999997	0.287	332.3561421363833	208.00154833292865	Q	A	3
12.61	-1.964	621.1386001733504	153.88475773717153	Q	D	0
-18.71	1.697	478.34675412986917	317.28486325390844	Q	D	1
9.16	3.318	601.2815178436715	218.94687158285893	P	D	3
-21.77	2.094	578.3312018767551	180.8309931744213	P	D	1
-18.66	-1.334	697.8924589996321	230.70318727703346	Q	B	1
15.98	-0.404	855.0625032884843	220.49608330249922	P	B	0
-5.81	-2.666	541.592800032886	234.21618574896232	P	C	2
-21.76	1.539	574.8227425856212	177.0638381434516	P	C	0
17.38	-1.481	553.2078432315052	177.23404724498965	P	D	0
-20.53	1.721	429.0705993280078	169.51538717058312	Q	A	2
30.240000000000002	-2.467	672.0482397373588	265.39304786271947	Q	A	1
-0.35000000000000003	-1.435	398.09637212434467	232.486494957122	Q	C	3
10.98	-1.484	452.75193424023587	139.85489993134826	P	C	3
26.28	-0.552	665.793793704571	152.73428825590406	Q	D	2
13.55	2.151	533.1870576848397	99.73100828032968	Q	D	2
15.940000000000001	1.727	813.1826524505125	153.2235831005108	Q	D	2
-8.79	-1.506	547.0774677330397	245.08786155565724	P	C	2
-20.58	-1.166	357.95204012467104	60.62651429975793	Q	C	2
14.75	-1.365	725.9232073050541	268.14480555676283	P	A	1
-0.79	-0.124	371.20890083765875	162.4577637989322	Q	A	3
15.46	-1.887	563.5996020196304	242.5228706689737	Q	D	0
-22.740000000000002	0.567	650.9437143945618	212.71079027166647	Q	A	2
18.67	1.264	757.0622015367429	217.99254095092527	Q	D	2
-25.11	-0.158	461.0899127547809	144.14408770096804	P	D	1
-22.810000000000002	-0.953	706.6316498374098	184.3958992969721	Q	B	1
15.489999999999998	-1.639	510.8419387174848	152.51238485855106	Q	A	1
-25.939999999999998	-0.921	631.0611954310621	220.3757947047672	Q	D	3
9.65	-0.337	660.5388096418143	257.51638264448786	P	C	3
-15.02	-1.553	512.4854536550173	290.5169749760693	Q	B	1
12.25	-1.251	776.575396845284	223.84093268331594	P	A	1
-36.0	1.678	471.15999965747733	249.1339646885505	P	A	2
8.83	-0.027	721.8874375051516	202.8207672002494	P	A	0
2.19	0.3	504.9016088703944	132.80355108136231	P	C	3
6.08	-2.351	666.6964610549428	205.39652508103538	Q	C	3
5.380000000000001	3.3	643.5603749761932	196.91337126977152	P	B	0
-29.11	-0.382	477.8230110113113	250.2586677626565	P	B	1
-20.099999999999998	1.729	880.3879605064665	273.0591941871292	Q	C	0
-15.34	2.114	673.4818827763733	224.52619912673026	Q	B	3
18.16	0.747	512.1332272059873	209.44307969240927	P	D	2
23.71	2.168	654.4475075483136	177.6969180783587	Q	B	0
-8.61	1.149	745.3861360448823	231.94489842311057	Q	D	1
-14.7	1.559	755.334456526927	95.27379947219568	P	C	0
17.54	-2.062	720.7564134788594	196.7939236469317	Q	D	0
-13.94	-0.926	595.4066469706064	155.94133343578807	Q	C	2
19.69	-2.048	631.2639817747091	235.6292397448813	P	D	0
-14.219999999999999	-1.657	629.1333950618604	187.24125545468584	P	C	2
10.98	-0.738	417.09668273961086	197.7992676263394	Q	C	3
-21.9	-1.836	701.5065782459071	154.26127129689036	P	D	3
7.74	-1.193	818.0541686725683	207.97122648578693	P	A	1
15.06	1.465	557.6928474153799	231.5500766910697	P	A	3
15.48	-1.836	523.1882132823503	244.48902157178125	Q	B	2
-10.760000000000002	1.468	598.0457715295764	192.29298156478814	P	D	1
-32.07	-0.942	664.6823158487766	225.3786192730039	Q	C	2
13.66	2.115	323.14310123388975	256.1497679332167	Q	D	2
10.57	2.283	902.1658440841509	218.29501465589547	Q	D	2
6.21	2.035	727.9564014677861	229.03122132376	Q	D	2
17.689999999999998	-2.223	688.4041344489897	169.19598277786315	P	D	0
4.28	2.104	472.597038341251	258.50751164392534	P	A	2
30.08	-0.72	895.6712163226325	196.19459135452877	Q	D	2
11.020000000000001	-1.808	757.6486664299315	124.40585984009317	P	B	2
-25.76	1.096	748.0519120180056	144.72560290269556	P	A	2
24.3	2.848	543.7367992604711	191.8699835219384	P	B	0
-5.03	-1.386	458.35657522448173	161.3428720798187	P	D	3
-18.21	1.417	474.9709587937982	194.4074398289157	Q	B	3
-11.0	2.174	691.7082493431556	226.43519942758797	Q	D	1
-20.55	-1.101	466.1592467455906	233.49926415056427	Q	B	1
-13.22	1.206	554.1567141786612	198.87749501498888	P	A	2
-21.31	-0.176	522.8088014200935	234.9392217476673	P	D	3
8.66	-0.213	713.6864126948603	173.6534992621317	Q	B	2
-23.34	-2.254	434.04438797331943	246.9625911106913	P	D	3
-14.47	1.209	631.8815917213085	227.4580037182424	P	A	2
17.19	-0.869	703.3733363550365	166.9656878330039	P	C	3
19.950000000000003	-1.142	509.5185995289647	143.32554296380994	Q	D	0
12.569999999999999	0.078	695.5912548419525	195.9276344873339	P	C	3
22.480000000000004	-1.909	452.03690692643147	213.10462007034465	P	C	3
15.620000000000001	1.448	636.1756350130206	203.4027776087808	Q	C	1
16.919999999999998	0.903	771.1972401780325	209.96778252690237	Q	D	2
13.67	1.353	577.944915336012	287.6664230914527	Q	B	0
-3.87	-1.212	484.3017853806801	248.18163179460674	Q	D	3
19.310000000000002	1.191	445.41805718148294	213.35851992246086	P	C	1
7.06	-1.141	107.74150848214038	155.54486941833392	P	A	1
21.86	-1.901	631.6542881467968	150.8335779622417	P	D	0
-17.84	1.176	613.0006539069798	264.1156268198181	Q	B	3
-20.03	1.455	533.3745917536621	123.43409802290658	P	B	3
-18.25	1.695	545.3985346810089	159.82538343719835	Q	C	0
-8.29	1.54	462.38971654907664	132.58733811687296	Q	C	0
-23.700000000000003	1.97	453.8592921875182	180.0774068724067	P	A	2
27.360000000000003	2.731	454.61144720434976	210.38575797280163	P	A	3
-9.33	-1.935	661.3151023287488	191.96302198335843	P	B	1
18.86	-3.172	495.3674548623032	224.04430290633456	P	B	2
46.92	-3.589	637.8661032306279	176.8957588710473	P	A	1
22.02	-1.982	456.9845136756768	253.50205954136771	P	A	1
-6.35	-1.598	569.9984817104776	213.21766356969178	P	C	2
16.7	-2.673	509.4849356776357	238.30201249469522	Q	D	0
-21.93	-1.313	628.9984565888	278.12135682160675	Q	D	3
-17.93	1.314	496.28256784017105	228.47580304696214	P	B	3
12.370000000000001	-1.653	612.4048022433979	192.16882076694304	P	D	0
-1.2	-2.653	465.8528291058876	223.72169739579738	Q	B	1
14.52	1.63	540.1658167784204	191.75448312159176	Q	C	1
25.630000000000003	1.209	470.97046446940374	246.53467960144596	Q	D	2
6.32	-1.366	624.2588152588363	261.2179191726599	P	C	3
-20.009999999999998	-1.647	612.6894897554401	185.07098099389776	P	D	3
12.84	-1.325	685.8736172656546	253.50856238932442	Q	A	1
-5.5600000000000005	1.162	522.3040332479886	208.40099686698628	Q	C	0
-16.96	1.819	697.4210221429342	166.15525535116632	P	C	0
10.08	1.001	542.4662529776582	245.6452160825123	Q	A	3
33.35	-0.977	487.450541070516	142.8934157926411	P	C	3
12.04	-2.542	625.0828169759337	111.42310070677622	Q	C	3
18.919999999999998	1.551	526.4174830047313	194.4011564548307	P	D	2
18.87	1.839	755.6713700853911	215.9198884849484	Q	A	3
18.95	-0.714	501.80520569975783	172.26309388591557	P	B	2
18.6	-1.351	698.7201176317371	243.54964587507573	P	D	0
-6.5200000000000005	1.963	849.8998173313302	178.01278714638377	P	A	2
1.44	0.792	531.2341195850066	202.19856527399102	P	B	0
3.09	0.331	800.8625677877435	249.0703916116326	Q	A	3
22.71	2.24	368.9095919535904	169.82781721239812	Q	A	3
-12.92	-0.805	620.9253155600668	162.41573924679744	P	C	2
-19.950000000000003	-1.474	435.6944360127729	105.19664796972987	Q	D	3
-14.790000000000001	1.113	619.0616612348502	287.19552985370683	P	A	2
5.659999999999999	-3.085	454.0738197675969	223.45181393321263	Q	B	1
18.07	-1.3	424.7024626608694	257.99558945915044	Q	C	3
4.1899999999999995	-0.766	582.7739123940191	218.03302876807638	Q	A	1
23.27	-1.984	385.453376566335	209.00814979350147	P	A	1
11.370000000000001	2.094	616.6994182593583	167.47920308417702	Q	B	0
-24.700000000000003	-1.674	567.442736002798	227.06276995095854	P	A	0
-10.03	-2.009	506.9596870278559	204.51111982768995	P	B	1
-0.55	-2.657	714.5318291868965	130.363841365588	P	C	2
-13.819999999999999	-1.564	699.6028668141817	200.69018257116653	Q	B	1
-15.84	-1.279	805.4858704234512	204.4949721503182	P	C	2
7.95	2.433	577.9860647361356	222.31027453951606	Q	B	0
11.34	1.675	775.1735248615744	232.83400349029486	Q	C	1
7.18	-0.71	650.4672244219977	232.63053956056774	Q	B	0
-23.66	-0.819	700.4443996185624	145.18516006040954	P	B	1
-4.43	-1.722	660.5313352145275	327.94821413544844	P	C	2
11.43	-0.35	474.2283698286283	175.393839573788	Q	B	2
-2.21	3.074	530.6457049659313	85.0885859792223	Q	A	2
-6.15	-1.955	555.0596530839545	151.1710873813838	Q	A	0
23.83	-0.835	597.5233632445705	276.29872436489876	P	C	3
10.780000000000001	-1.155	862.8661094446181	222.72553551793231	Q	A	1
10.08	2.397	661.784746436598	218.04141830701175	P	D	2
-15.34	1.367	704.0063285086762	261.5574279225463	P	B	3
10.96	1.501	564.0768517348142	198.84574847792553	Q	D	2
-0.42999999999999994	-2.598	884.4073851493781	217.36117208109962	P	B	1
20.97	-1.716	715.8848898181054	151.73828352326132	Q	A	1
-18.009999999999998	-1.116	743.7122384973875	233.8951376580726	P	D	3
3.37	0.345	538.1602002643829	273.99323189811633	Q	A	3
17.03	-1.677	580.0271346581563	226.94090154417444	P	B	2
20.21	-1.959	493.7896543613308	186.936438325886	P	A	1
-19.43	1.777	694.2607352558791	226.52417180120793	P	C	0
17.59	-1.634	670.2493287781027	301.7973269997502	Q	A	1
15.969999999999999	1.333	267.6689508712346	160.1750346478532	Q	B	0
-32.86	-0.843	433.8085851650894	209.30700220337297	Q	C	2
10.32	-1.471	374.31549083462414	194.52060164909867	Q	C	3
36.68	-0.234	539.1193318473138	220.48100149358137	P	C	3
-14.25	-1.598	689.4250209245777	248.30412030246262	Q	B	1
16.200000000000003	-0.046	461.5966647986492	91.45641789561768	P	B	2
-13.34	1.527	714.1900989893905	293.1627205170852	Q	A	2
11.94	-0.76	669.2595602189845	158.80705776239438	P	D	0
-15.329999999999998	-1.691	308.3882322964651	276.0031430152361	Q	A	0
-19.970000000000002	-1.73	334.8442811499459	281.27778485697485	P	A	0
16.05	0.522	711.0605852141331	240.27342863673545	Q	B	2
-11.27	2.349	596.595662077343	181.74322139701894	Q	D	1
12.39	1.227	366.52459057860915	277.58780546209573	Q	A	3
-6.09	-2.353	537.704738568285	218.01994937674206	Q	A	0
